file_id,file_path,domain,branch,label,sampling_rate,signal_variable,all_variables,rpm,signal_length,status
IR021_3,数据集/数据集/源域数据集/48kHz_DE_data/IR/0021/IR021_3.mat,source,48k_DE,IR,48000,X217_DE_time,X217_DE_time;X217_FE_time;X217RPM,1727.0,192000,ok
OR007@6_0,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,source,48k_DE,OR,48000,X135_DE_time,X135_DE_time;X135_FE_time;X135RPM,1796.0,192000,ok
OR007@6_1,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,source,48k_DE,OR,48000,X136_DE_time,X136_DE_time;X136_FE_time;X136RPM,1774.0,192000,ok
OR007@6_2,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,source,48k_DE,OR,48000,X137_DE_time,X137_DE_time;X137_FE_time;X137RPM,1750.0,192000,ok
OR007@6_3,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,source,48k_DE,OR,48000,X138_DE_time,X138_DE_time;X138_FE_time;X138RPM,1725.0,192000,ok
OR014@6_0,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,source,48k_DE,OR,48000,X201_DE_time,X201_DE_time;X201_FE_time;X201RPM,1796.0,192000,ok
OR014@6_1,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,source,48k_DE,OR,48000,X202_DE_time,X202_DE_time;X202_FE_time;X202RPM,1772.0,192000,ok
OR014@6_2,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,source,48k_DE,OR,48000,X203_DE_time,X203_DE_time;X203_FE_time;X203RPM,1749.0,192000,ok
OR014@6_3,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,source,48k_DE,OR,48000,X204_DE_time,X204_DE_time;X204_FE_time;X204RPM,1723.0,192000,ok
OR021@6_0,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,source,48k_DE,OR,48000,X238_DE_time,X238_DE_time;X238_FE_time;X238RPM,1796.0,192000,ok
OR021@6_1,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,source,48k_DE,OR,48000,X239_DE_time,X239_DE_time;X239_FE_time;X239RPM,1771.0,192000,ok
OR021@6_2,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,source,48k_DE,OR,48000,X240_DE_time,X240_DE_time;X240_FE_time;X240RPM,1747.0,192000,ok
OR021@6_3,数据集/数据集/源域数据集/48kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,source,48k_DE,OR,48000,X241_DE_time,X241_DE_time;X241_FE_time;X241RPM,1719.0,192000,ok
OR007@12_0,数据集/数据集/源域数据集/48kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,source,48k_DE,OR,48000,X161_DE_time,X161_DE_time;X161_FE_time;X161RPM,1796.0,129969,ok
OR007@12_1,数据集/数据集/源域数据集/48kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,source,48k_DE,OR,48000,X162_DE_time,X162_DE_time;X162_FE_time;X162RPM,1772.0,192000,ok
OR007@12_2,数据集/数据集/源域数据集/48kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,source,48k_DE,OR,48000,X163_DE_time,X163_DE_time;X163_FE_time;X163RPM,1749.0,192000,ok
OR007@12_3,数据集/数据集/源域数据集/48kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,source,48k_DE,OR,48000,X164_DE_time,X164_DE_time;X164_FE_time;X164RPM,1723.0,192000,ok
OR021@12_0,数据集/数据集/源域数据集/48kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,source,48k_DE,OR,48000,X262_DE_time,X262_DE_time;X262_FE_time;X262RPM,1796.0,130549,ok
OR021@12_1,数据集/数据集/源域数据集/48kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,source,48k_DE,OR,48000,X263_DE_time,X263_DE_time;X263_FE_time;X263RPM,1771.0,192000,ok
OR021@12_2,数据集/数据集/源域数据集/48kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,source,48k_DE,OR,48000,X264_DE_time,X264_DE_time;X264_FE_time;X264RPM,1746.0,192000,ok
OR021@12_3,数据集/数据集/源域数据集/48kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,source,48k_DE,OR,48000,X265_DE_time,X265_DE_time;X265_FE_time;X265RPM,1718.0,192000,ok
OR007@3_0,数据集/数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,source,48k_DE,OR,48000,X148_DE_time,X148_DE_time;X148_FE_time;X148RPM,1797.0,124602,ok
OR007@3_1,数据集/数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,source,48k_DE,OR,48000,X149_DE_time,X149_DE_time;X149_FE_time;X149RPM,1773.0,192000,ok
OR007@3_2,数据集/数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,source,48k_DE,OR,48000,X150_DE_time,X150_DE_time;X150_FE_time;X150RPM,1750.0,192000,ok
OR007@3_3,数据集/数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,source,48k_DE,OR,48000,X151_DE_time,X151_DE_time;X151_FE_time;X151RPM,1724.0,192000,ok
OR021@3_0,数据集/数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,source,48k_DE,OR,48000,X250_DE_time,X250_DE_time;X250_FE_time;X250RPM,1796.0,128663,ok
OR021@3_1,数据集/数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,source,48k_DE,OR,48000,X251_DE_time,X251_DE_time;X251_FE_time;X251RPM,1770.0,192000,ok
OR021@3_2,数据集/数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,source,48k_DE,OR,48000,X252_DE_time,X252_DE_time;X252_FE_time;X252RPM,1746.0,192000,ok
OR021@3_3,数据集/数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,source,48k_DE,OR,48000,X253_DE_time,X253_DE_time;X253_FE_time;X253RPM,1719.0,192000,ok
N_0,数据集/数据集/源域数据集/48kHz_Normal_data/N_0.mat,source,48k_normal,N,48000,X097_DE_time,X097_DE_time;X097_FE_time;X097RPM,1796.0,243938,ok
N_1_(1772rpm),数据集/数据集/源域数据集/48kHz_Normal_data/N_1_(1772rpm).mat,source,48k_normal,N,48000,X098_DE_time,X098_DE_time;X098_FE_time,1772.0,384000,ok
N_2_(1750rpm),数据集/数据集/源域数据集/48kHz_Normal_data/N_2_(1750rpm).mat,source,48k_normal,N,48000,X099_DE_time,X099_DE_time;X099_FE_time,1750.0,384000,ok
N_3,数据集/数据集/源域数据集/48kHz_Normal_data/N_3.mat,source,48k_normal,N,48000,X100_DE_time,X100_DE_time;X100_FE_time;X100RPM,1725.0,384000,ok
A,数据集/数据集/目标域数据集/A.mat,target,target_32k,,32000,A,A,600.0,256000,ok
B,数据集/数据集/目标域数据集/B.mat,target,target_32k,,32000,B,B,600.0,256000,ok
C,数据集/数据集/目标域数据集/C.mat,target,target_32k,,32000,C,C,600.0,256000,ok
D,数据集/数据集/目标域数据集/D.mat,target,target_32k,,32000,D,D,600.0,256000,ok
E,数据集/数据集/目标域数据集/E.mat,target,target_32k,,32000,E,E,600.0,256000,ok
F,数据集/数据集/目标域数据集/F.mat,target,target_32k,,32000,F,F,600.0,256000,ok
G,数据集/数据集/目标域数据集/G.mat,target,target_32k,,32000,G,G,600.0,256000,ok
H,数据集/数据集/目标域数据集/H.mat,target,target_32k,,32000,H,H,600.0,256000,ok
I,数据集/数据集/目标域数据集/I.mat,target,target_32k,,32000,I,I,600.0,256000,ok
J,数据集/数据集/目标域数据集/J.mat,target,target_32k,,32000,J,J,600.0,256000,ok
K,数据集/数据集/目标域数据集/K.mat,target,target_32k,,32000,K,K,600.0,256000,ok
L,数据集/数据集/目标域数据集/L.mat,target,target_32k,,32000,L,L,600.0,256000,ok
M,数据集/数据集/目标域数据集/M.mat,target,target_32k,,32000,M,M,600.0,256000,ok
N,数据集/数据集/目标域数据集/N.mat,target,target_32k,,32000,N,N,600.0,256000,ok
O,数据集/数据集/目标域数据集/O.mat,target,target_32k,,32000,O,O,600.0,256000,ok
P,数据集/数据集/目标域数据集/P.mat,target,target_32k,,32000,P,P,600.0,256000,ok
